Salary,Age,Department,OverTime,StockOptionLevel,YearsAtCompany,ManagerRating
298558,36,Sales,Yes,1,9,5.0
298558,36,Sales,Yes,1,9,4.0
298558,36,Sales,Yes,1,9,4.0
298558,36,Sales,Yes,1,9,3.0
298558,36,Sales,Yes,1,9,4.0
298558,36,Sales,Yes,1,9,2.0
96170,30,Technology,No,0,9,4.0
96170,30,Technology,No,0,9,4.0
96170,30,Technology,No,0,9,5.0
96170,30,Technology,No,0,9,3.0
96170,30,Technology,No,0,9,4.0
96170,30,Technology,No,0,9,3.0
96170,30,Technology,No,0,9,4.0
56937,36,Sales,No,0,9,4.0
56937,36,Sales,No,0,9,4.0
56937,36,Sales,No,0,9,2.0
56937,36,Sales,No,0,9,3.0
56937,36,Sales,No,0,9,4.0
56937,36,Sales,No,0,9,3.0
56937,36,Sales,No,0,9,3.0
91407,33,Technology,No,0,9,4.0
91407,33,Technology,No,0,9,5.0
91407,33,Technology,No,0,9,4.0
91407,33,Technology,No,0,9,2.0
91407,33,Technology,No,0,9,4.0
91407,33,Technology,No,0,9,5.0
91407,33,Technology,No,0,9,3.0
354336,48,Sales,Yes,1,9,3.0
354336,48,Sales,Yes,1,9,3.0
354336,48,Sales,Yes,1,9,5.0
354336,48,Sales,Yes,1,9,4.0
354336,48,Sales,Yes,1,9,4.0
354336,48,Sales,Yes,1,9,5.0
354336,48,Sales,Yes,1,9,4.0
129703,29,Technology,No,3,9,4.0
129703,29,Technology,No,3,9,4.0
129703,29,Technology,No,3,9,4.0
129703,29,Technology,No,3,9,3.0
129703,29,Technology,No,3,9,2.0
129703,29,Technology,No,3,9,2.0
129703,29,Technology,No,3,9,2.0
43753,42,Sales,No,0,9,5.0
43753,42,Sales,No,0,9,2.0
43753,42,Sales,No,0,9,4.0
43753,42,Sales,No,0,9,2.0
43753,42,Sales,No,0,9,5.0
43753,42,Sales,No,0,9,3.0
43753,42,Sales,No,0,9,4.0
123619,45,Technology,Yes,0,9,3.0
123619,45,Technology,Yes,0,9,4.0
123619,45,Technology,Yes,0,9,3.0
123619,45,Technology,Yes,0,9,5.0
123619,45,Technology,Yes,0,9,3.0
123619,45,Technology,Yes,0,9,5.0
123619,45,Technology,Yes,0,9,4.0
257978,44,Technology,Yes,1,9,4.0
257978,44,Technology,Yes,1,9,4.0
257978,44,Technology,Yes,1,9,3.0
257978,44,Technology,Yes,1,9,5.0
257978,44,Technology,Yes,1,9,3.0
257978,44,Technology,Yes,1,9,2.0
257978,44,Technology,Yes,1,9,5.0
72688,32,Technology,No,1,9,4.0
72688,32,Technology,No,1,9,5.0
72688,32,Technology,No,1,9,4.0
72688,32,Technology,No,1,9,2.0
72688,32,Technology,No,1,9,4.0
72688,32,Technology,No,1,9,3.0
72688,32,Technology,No,1,9,2.0
43358,36,Technology,No,0,9,4.0
43358,36,Technology,No,0,9,4.0
43358,36,Technology,No,0,9,3.0
43358,36,Technology,No,0,9,5.0
43358,36,Technology,No,0,9,3.0
43358,36,Technology,No,0,9,4.0
43358,36,Technology,No,0,9,4.0
47338,30,Technology,No,1,9,3.0
47338,30,Technology,No,1,9,4.0
47338,30,Technology,No,1,9,5.0
47338,30,Technology,No,1,9,5.0
47338,30,Technology,No,1,9,4.0
47338,30,Technology,No,1,9,2.0
47338,30,Technology,No,1,9,4.0
94534,28,Human Resources,No,0,9,5.0
94534,28,Human Resources,No,0,9,4.0
94534,28,Human Resources,No,0,9,5.0
94534,28,Human Resources,No,0,9,4.0
94534,28,Human Resources,No,0,9,3.0
94534,28,Human Resources,No,0,9,3.0
94534,28,Human Resources,No,0,9,3.0
159438,30,Technology,No,2,9,4.0
159438,30,Technology,No,2,9,2.0
159438,30,Technology,No,2,9,4.0
159438,30,Technology,No,2,9,4.0
159438,30,Technology,No,2,9,3.0
159438,30,Technology,No,2,9,3.0
159438,30,Technology,No,2,9,3.0
189405,36,Technology,No,0,9,3.0
189405,36,Technology,No,0,9,4.0
189405,36,Technology,No,0,9,4.0
189405,36,Technology,No,0,9,3.0
189405,36,Technology,No,0,9,4.0
189405,36,Technology,No,0,9,3.0
189405,36,Technology,No,0,9,3.0
57890,44,Technology,No,0,9,5.0
57890,44,Technology,No,0,9,5.0
57890,44,Technology,No,0,9,5.0
57890,44,Technology,No,0,9,4.0
57890,44,Technology,No,0,9,5.0
57890,44,Technology,No,0,9,4.0
57890,44,Technology,No,0,9,3.0
87879,39,Technology,Yes,0,9,5.0
87879,39,Technology,Yes,0,9,2.0
87879,39,Technology,Yes,0,9,3.0
87879,39,Technology,Yes,0,9,5.0
87879,39,Technology,Yes,0,9,5.0
87879,39,Technology,Yes,0,9,4.0
87879,39,Technology,Yes,0,9,4.0
154405,34,Technology,No,0,9,4.0
154405,34,Technology,No,0,9,4.0
154405,34,Technology,No,0,9,4.0
154405,34,Technology,No,0,9,2.0
154405,34,Technology,No,0,9,3.0
154405,34,Technology,No,0,9,3.0
154405,34,Technology,No,0,9,4.0
244114,42,Technology,No,1,9,2.0
244114,42,Technology,No,1,9,3.0
244114,42,Technology,No,1,9,4.0
244114,42,Technology,No,1,9,2.0
244114,42,Technology,No,1,9,3.0
244114,42,Technology,No,1,9,5.0
244114,42,Technology,No,1,9,3.0
97794,29,Sales,No,0,2,5.0
97794,29,Sales,No,0,2,3.0
97794,29,Sales,No,0,2,2.0
97794,29,Sales,No,0,2,4.0
97794,29,Sales,No,0,2,4.0
97794,29,Sales,No,0,2,3.0
97794,29,Sales,No,0,2,2.0
97794,29,Sales,No,0,2,3.0
97794,29,Sales,No,0,2,4.0
97794,29,Sales,No,0,2,4.0
180561,48,Technology,No,0,9,2.0
180561,48,Technology,No,0,9,5.0
180561,48,Technology,No,0,9,3.0
180561,48,Technology,No,0,9,4.0
180561,48,Technology,No,0,9,3.0
180561,48,Technology,No,0,9,5.0
180561,48,Technology,No,0,9,4.0
60549,38,Technology,No,1,9,2.0
60549,38,Technology,No,1,9,3.0
60549,38,Technology,No,1,9,5.0
60549,38,Technology,No,1,9,4.0
60549,38,Technology,No,1,9,4.0
60549,38,Technology,No,1,9,4.0
60549,38,Technology,No,1,9,5.0
70182,30,Technology,No,1,9,3.0
70182,30,Technology,No,1,9,2.0
70182,30,Technology,No,1,9,3.0
70182,30,Technology,No,1,9,3.0
70182,30,Technology,No,1,9,3.0
70182,30,Technology,No,1,9,5.0
70182,30,Technology,No,1,9,5.0
67578,29,Technology,No,1,1,5.0
67578,29,Technology,No,1,1,4.0
67578,29,Technology,No,1,1,3.0
67578,29,Technology,No,1,1,5.0
67578,29,Technology,No,1,1,4.0
67578,29,Technology,No,1,1,4.0
67578,29,Technology,No,1,1,2.0
67578,29,Technology,No,1,1,3.0
67578,29,Technology,No,1,1,4.0
67578,29,Technology,No,1,1,3.0
140962,29,Sales,Yes,0,4,3.0
140962,29,Sales,Yes,0,4,3.0
140962,29,Sales,Yes,0,4,4.0
140962,29,Sales,Yes,0,4,5.0
140962,29,Sales,Yes,0,4,2.0
140962,29,Sales,Yes,0,4,3.0
140962,29,Sales,Yes,0,4,5.0
140962,29,Sales,Yes,0,4,5.0
140962,29,Sales,Yes,0,4,4.0
140962,29,Sales,Yes,0,4,4.0
96319,29,Sales,No,2,9,5.0
96319,29,Sales,No,2,9,3.0
96319,29,Sales,No,2,9,2.0
96319,29,Sales,No,2,9,2.0
96319,29,Sales,No,2,9,3.0
96319,29,Sales,No,2,9,2.0
96319,29,Sales,No,2,9,2.0
253077,38,Technology,No,1,9,5.0
253077,38,Technology,No,1,9,4.0
253077,38,Technology,No,1,9,2.0
253077,38,Technology,No,1,9,4.0
253077,38,Technology,No,1,9,4.0
253077,38,Technology,No,1,9,3.0
253077,38,Technology,No,1,9,2.0
94499,43,Technology,No,1,9,4.0
94499,43,Technology,No,1,9,2.0
94499,43,Technology,No,1,9,2.0
94499,43,Technology,No,1,9,2.0
94499,43,Technology,No,1,9,4.0
94499,43,Technology,No,1,9,5.0
94499,43,Technology,No,1,9,2.0
65796,39,Technology,No,1,9,5.0
65796,39,Technology,No,1,9,3.0
65796,39,Technology,No,1,9,4.0
65796,39,Technology,No,1,9,3.0
65796,39,Technology,No,1,9,2.0
65796,39,Technology,No,1,9,5.0
65796,39,Technology,No,1,9,2.0
277344,28,Technology,Yes,0,3,4.0
277344,28,Technology,Yes,0,3,4.0
277344,28,Technology,Yes,0,3,4.0
277344,28,Technology,Yes,0,3,4.0
277344,28,Technology,Yes,0,3,4.0
277344,28,Technology,Yes,0,3,5.0
277344,28,Technology,Yes,0,3,3.0
277344,28,Technology,Yes,0,3,2.0
277344,28,Technology,Yes,0,3,3.0
277344,28,Technology,Yes,0,3,2.0
314656,48,Technology,No,1,9,4.0
314656,48,Technology,No,1,9,5.0
314656,48,Technology,No,1,9,4.0
314656,48,Technology,No,1,9,5.0
314656,48,Technology,No,1,9,2.0
314656,48,Technology,No,1,9,4.0
314656,48,Technology,No,1,9,2.0
242890,31,Technology,No,0,9,3.0
242890,31,Technology,No,0,9,4.0
242890,31,Technology,No,0,9,4.0
242890,31,Technology,No,0,9,3.0
242890,31,Technology,No,0,9,4.0
242890,31,Technology,No,0,9,3.0
242890,31,Technology,No,0,9,3.0
40050,27,Technology,Yes,1,1,3.0
40050,27,Technology,Yes,1,1,4.0
40050,27,Technology,Yes,1,1,3.0
40050,27,Technology,Yes,1,1,4.0
40050,27,Technology,Yes,1,1,4.0
40050,27,Technology,Yes,1,1,3.0
40050,27,Technology,Yes,1,1,3.0
40050,27,Technology,Yes,1,1,2.0
40050,27,Technology,Yes,1,1,3.0
40050,27,Technology,Yes,1,1,3.0
377203,29,Sales,Yes,0,5,4.0
377203,29,Sales,Yes,0,5,2.0
377203,29,Sales,Yes,0,5,5.0
377203,29,Sales,Yes,0,5,2.0
377203,29,Sales,Yes,0,5,4.0
377203,29,Sales,Yes,0,5,2.0
377203,29,Sales,Yes,0,5,4.0
377203,29,Sales,Yes,0,5,4.0
377203,29,Sales,Yes,0,5,3.0
377203,29,Sales,Yes,0,5,2.0
50175,28,Technology,No,0,9,2.0
50175,28,Technology,No,0,9,3.0
50175,28,Technology,No,0,9,4.0
50175,28,Technology,No,0,9,3.0
50175,28,Technology,No,0,9,4.0
50175,28,Technology,No,0,9,3.0
50175,28,Technology,No,0,9,3.0
237749,32,Sales,No,1,9,2.0
237749,32,Sales,No,1,9,4.0
237749,32,Sales,No,1,9,4.0
237749,32,Sales,No,1,9,2.0
237749,32,Sales,No,1,9,3.0
237749,32,Sales,No,1,9,3.0
237749,32,Sales,No,1,9,4.0
111294,32,Technology,No,1,9,4.0
111294,32,Technology,No,1,9,4.0
111294,32,Technology,No,1,9,5.0
111294,32,Technology,No,1,9,4.0
111294,32,Technology,No,1,9,3.0
111294,32,Technology,No,1,9,2.0
111294,32,Technology,No,1,9,4.0
248987,41,Sales,No,0,9,3.0
248987,41,Sales,No,0,9,4.0
248987,41,Sales,No,0,9,4.0
248987,41,Sales,No,0,9,3.0
248987,41,Sales,No,0,9,2.0
248987,41,Sales,No,0,9,3.0
248987,41,Sales,No,0,9,3.0
109747,41,Sales,No,1,9,3.0
109747,41,Sales,No,1,9,2.0
109747,41,Sales,No,1,9,4.0
109747,41,Sales,No,1,9,3.0
109747,41,Sales,No,1,9,4.0
109747,41,Sales,No,1,9,3.0
109747,41,Sales,No,1,9,3.0
136970,39,Sales,No,1,9,3.0
136970,39,Sales,No,1,9,4.0
136970,39,Sales,No,1,9,4.0
136970,39,Sales,No,1,9,3.0
136970,39,Sales,No,1,9,5.0
136970,39,Sales,No,1,9,3.0
136970,39,Sales,No,1,9,4.0
43939,28,Sales,No,0,6,3.0
43939,28,Sales,No,0,6,5.0
43939,28,Sales,No,0,6,2.0
43939,28,Sales,No,0,6,3.0
43939,28,Sales,No,0,6,3.0
43939,28,Sales,No,0,6,3.0
43939,28,Sales,No,0,6,4.0
43939,28,Sales,No,0,6,2.0
43939,28,Sales,No,0,6,2.0
43939,28,Sales,No,0,6,2.0
155786,43,Technology,Yes,1,9,2.0
155786,43,Technology,Yes,1,9,4.0
155786,43,Technology,Yes,1,9,5.0
155786,43,Technology,Yes,1,9,2.0
155786,43,Technology,Yes,1,9,3.0
155786,43,Technology,Yes,1,9,3.0
155786,43,Technology,Yes,1,9,3.0
85568,32,Technology,No,1,9,5.0
85568,32,Technology,No,1,9,3.0
85568,32,Technology,No,1,9,5.0
85568,32,Technology,No,1,9,3.0
85568,32,Technology,No,1,9,4.0
85568,32,Technology,No,1,9,5.0
85568,32,Technology,No,1,9,3.0
238630,34,Technology,No,1,9,5.0
238630,34,Technology,No,1,9,5.0
238630,34,Technology,No,1,9,4.0
238630,34,Technology,No,1,9,3.0
238630,34,Technology,No,1,9,3.0
238630,34,Technology,No,1,9,3.0
238630,34,Technology,No,1,9,2.0
100925,29,Sales,Yes,1,3,3.0
100925,29,Sales,Yes,1,3,4.0
100925,29,Sales,Yes,1,3,5.0
100925,29,Sales,Yes,1,3,4.0
100925,29,Sales,Yes,1,3,2.0
100925,29,Sales,Yes,1,3,4.0
100925,29,Sales,Yes,1,3,5.0
100925,29,Sales,Yes,1,3,4.0
100925,29,Sales,Yes,1,3,4.0
100925,29,Sales,Yes,1,3,2.0
138989,30,Technology,Yes,1,9,3.0
138989,30,Technology,Yes,1,9,3.0
138989,30,Technology,Yes,1,9,3.0
138989,30,Technology,Yes,1,9,3.0
138989,30,Technology,Yes,1,9,3.0
138989,30,Technology,Yes,1,9,4.0
138989,30,Technology,Yes,1,9,4.0
142075,42,Technology,No,1,9,5.0
142075,42,Technology,No,1,9,4.0
142075,42,Technology,No,1,9,3.0
142075,42,Technology,No,1,9,3.0
142075,42,Technology,No,1,9,5.0
142075,42,Technology,No,1,9,2.0
142075,42,Technology,No,1,9,4.0
207952,29,Technology,Yes,1,9,3.0
207952,29,Technology,Yes,1,9,3.0
207952,29,Technology,Yes,1,9,4.0
207952,29,Technology,Yes,1,9,4.0
207952,29,Technology,Yes,1,9,4.0
207952,29,Technology,Yes,1,9,4.0
207952,29,Technology,Yes,1,9,4.0
121510,43,Sales,No,1,9,2.0
121510,43,Sales,No,1,9,2.0
121510,43,Sales,No,1,9,4.0
121510,43,Sales,No,1,9,2.0
121510,43,Sales,No,1,9,3.0
121510,43,Sales,No,1,9,4.0
121510,43,Sales,No,1,9,5.0
43854,40,Technology,No,1,9,3.0
43854,40,Technology,No,1,9,3.0
43854,40,Technology,No,1,9,4.0
43854,40,Technology,No,1,9,4.0
43854,40,Technology,No,1,9,2.0
43854,40,Technology,No,1,9,5.0
43854,40,Technology,No,1,9,3.0
372980,41,Technology,No,1,9,4.0
372980,41,Technology,No,1,9,2.0
372980,41,Technology,No,1,9,5.0
372980,41,Technology,No,1,9,2.0
372980,41,Technology,No,1,9,4.0
372980,41,Technology,No,1,9,5.0
372980,41,Technology,No,1,9,5.0
40321,30,Technology,Yes,1,5,3.0
40321,30,Technology,Yes,1,5,2.0
40321,30,Technology,Yes,1,5,2.0
40321,30,Technology,Yes,1,5,4.0
40321,30,Technology,Yes,1,5,4.0
40321,30,Technology,Yes,1,5,3.0
40321,30,Technology,Yes,1,5,4.0
40321,30,Technology,Yes,1,5,2.0
40321,30,Technology,Yes,1,5,2.0
40321,30,Technology,Yes,1,5,4.0
45927,37,Technology,No,0,9,5.0
45927,37,Technology,No,0,9,4.0
45927,37,Technology,No,0,9,4.0
45927,37,Technology,No,0,9,5.0
45927,37,Technology,No,0,9,4.0
45927,37,Technology,No,0,9,4.0
45927,37,Technology,No,0,9,2.0
134427,28,Sales,Yes,0,9,4.0
134427,28,Sales,Yes,0,9,3.0
134427,28,Sales,Yes,0,9,3.0
134427,28,Sales,Yes,0,9,3.0
134427,28,Sales,Yes,0,9,5.0
134427,28,Sales,Yes,0,9,2.0
134427,28,Sales,Yes,0,9,4.0
46313,28,Technology,Yes,1,1,3.0
46313,28,Technology,Yes,1,1,5.0
46313,28,Technology,Yes,1,1,3.0
46313,28,Technology,Yes,1,1,4.0
46313,28,Technology,Yes,1,1,3.0
46313,28,Technology,Yes,1,1,4.0
46313,28,Technology,Yes,1,1,4.0
46313,28,Technology,Yes,1,1,4.0
46313,28,Technology,Yes,1,1,5.0
46313,28,Technology,Yes,1,1,4.0
513608,37,Technology,No,0,9,3.0
513608,37,Technology,No,0,9,3.0
513608,37,Technology,No,0,9,5.0
513608,37,Technology,No,0,9,3.0
513608,37,Technology,No,0,9,5.0
513608,37,Technology,No,0,9,4.0
513608,37,Technology,No,0,9,4.0
429939,43,Sales,Yes,1,9,3.0
429939,43,Sales,Yes,1,9,4.0
429939,43,Sales,Yes,1,9,3.0
429939,43,Sales,Yes,1,9,4.0
429939,43,Sales,Yes,1,9,2.0
429939,43,Sales,Yes,1,9,5.0
429939,43,Sales,Yes,1,9,3.0
195261,31,Technology,No,1,9,4.0
195261,31,Technology,No,1,9,4.0
195261,31,Technology,No,1,9,3.0
195261,31,Technology,No,1,9,3.0
195261,31,Technology,No,1,9,3.0
195261,31,Technology,No,1,9,3.0
195261,31,Technology,No,1,9,4.0
39015,34,Technology,No,1,9,4.0
39015,34,Technology,No,1,9,3.0
39015,34,Technology,No,1,9,5.0
39015,34,Technology,No,1,9,5.0
39015,34,Technology,No,1,9,5.0
39015,34,Technology,No,1,9,4.0
39015,34,Technology,No,1,9,4.0
132563,35,Human Resources,Yes,0,9,4.0
132563,35,Human Resources,Yes,0,9,4.0
132563,35,Human Resources,Yes,0,9,3.0
132563,35,Human Resources,Yes,0,9,4.0
132563,35,Human Resources,Yes,0,9,4.0
132563,35,Human Resources,Yes,0,9,4.0
132563,35,Human Resources,Yes,0,9,2.0
267009,33,Technology,No,0,9,4.0
267009,33,Technology,No,0,9,3.0
267009,33,Technology,No,0,9,4.0
267009,33,Technology,No,0,9,3.0
267009,33,Technology,No,0,9,3.0
267009,33,Technology,No,0,9,3.0
267009,33,Technology,No,0,9,3.0
68043,32,Sales,No,0,8,3.0
68043,32,Sales,No,0,8,3.0
68043,32,Sales,No,0,8,2.0
68043,32,Sales,No,0,8,3.0
68043,32,Sales,No,0,8,2.0
68043,32,Sales,No,0,8,2.0
68043,32,Sales,No,0,8,5.0
68043,32,Sales,No,0,8,5.0
68043,32,Sales,No,0,8,3.0
68043,32,Sales,No,0,8,2.0
140097,34,Sales,No,0,9,3.0
140097,34,Sales,No,0,9,4.0
140097,34,Sales,No,0,9,4.0
140097,34,Sales,No,0,9,4.0
140097,34,Sales,No,0,9,4.0
140097,34,Sales,No,0,9,5.0
140097,34,Sales,No,0,9,3.0
432191,36,Sales,No,1,9,2.0
432191,36,Sales,No,1,9,2.0
432191,36,Sales,No,1,9,2.0
432191,36,Sales,No,1,9,5.0
432191,36,Sales,No,1,9,3.0
432191,36,Sales,No,1,9,2.0
432191,36,Sales,No,1,9,2.0
70535,42,Sales,No,1,9,4.0
70535,42,Sales,No,1,9,4.0
70535,42,Sales,No,1,9,4.0
70535,42,Sales,No,1,9,3.0
70535,42,Sales,No,1,9,3.0
70535,42,Sales,No,1,9,2.0
70535,42,Sales,No,1,9,3.0
253952,35,Technology,Yes,1,9,2.0
253952,35,Technology,Yes,1,9,2.0
253952,35,Technology,Yes,1,9,5.0
253952,35,Technology,Yes,1,9,5.0
253952,35,Technology,Yes,1,9,3.0
253952,35,Technology,Yes,1,9,4.0
253952,35,Technology,Yes,1,9,2.0
223124,45,Technology,No,1,9,2.0
223124,45,Technology,No,1,9,3.0
223124,45,Technology,No,1,9,4.0
223124,45,Technology,No,1,9,4.0
223124,45,Technology,No,1,9,3.0
223124,45,Technology,No,1,9,4.0
223124,45,Technology,No,1,9,3.0
42188,37,Technology,No,1,8,2.0
42188,37,Technology,No,1,8,5.0
42188,37,Technology,No,1,8,5.0
42188,37,Technology,No,1,8,4.0
42188,37,Technology,No,1,8,4.0
42188,37,Technology,No,1,8,2.0
42188,37,Technology,No,1,8,2.0
42188,37,Technology,No,1,8,3.0
42188,37,Technology,No,1,8,4.0
42188,37,Technology,No,1,8,4.0
44388,32,Technology,No,1,9,4.0
44388,32,Technology,No,1,9,3.0
44388,32,Technology,No,1,9,2.0
44388,32,Technology,No,1,9,5.0
44388,32,Technology,No,1,9,2.0
44388,32,Technology,No,1,9,3.0
44388,32,Technology,No,1,9,4.0
108095,33,Technology,Yes,0,9,3.0
108095,33,Technology,Yes,0,9,5.0
108095,33,Technology,Yes,0,9,3.0
108095,33,Technology,Yes,0,9,3.0
108095,33,Technology,Yes,0,9,3.0
108095,33,Technology,Yes,0,9,3.0
108095,33,Technology,Yes,0,9,3.0
42045,30,Technology,Yes,0,6,5.0
42045,30,Technology,Yes,0,6,3.0
42045,30,Technology,Yes,0,6,4.0
42045,30,Technology,Yes,0,6,3.0
42045,30,Technology,Yes,0,6,5.0
42045,30,Technology,Yes,0,6,2.0
42045,30,Technology,Yes,0,6,4.0
42045,30,Technology,Yes,0,6,5.0
42045,30,Technology,Yes,0,6,4.0
42045,30,Technology,Yes,0,6,2.0
160352,30,Sales,No,0,9,4.0
160352,30,Sales,No,0,9,2.0
160352,30,Sales,No,0,9,5.0
160352,30,Sales,No,0,9,4.0
160352,30,Sales,No,0,9,2.0
160352,30,Sales,No,0,9,4.0
160352,30,Sales,No,0,9,4.0
207456,48,Technology,No,0,9,4.0
207456,48,Technology,No,0,9,4.0
207456,48,Technology,No,0,9,3.0
207456,48,Technology,No,0,9,3.0
207456,48,Technology,No,0,9,2.0
207456,48,Technology,No,0,9,4.0
207456,48,Technology,No,0,9,3.0
309141,43,Technology,No,0,9,5.0
309141,43,Technology,No,0,9,3.0
309141,43,Technology,No,0,9,3.0
309141,43,Technology,No,0,9,2.0
309141,43,Technology,No,0,9,3.0
309141,43,Technology,No,0,9,5.0
309141,43,Technology,No,0,9,3.0
48321,29,Technology,Yes,0,7,5.0
48321,29,Technology,Yes,0,7,4.0
48321,29,Technology,Yes,0,7,4.0
48321,29,Technology,Yes,0,7,3.0
48321,29,Technology,Yes,0,7,3.0
48321,29,Technology,Yes,0,7,2.0
48321,29,Technology,Yes,0,7,4.0
48321,29,Technology,Yes,0,7,3.0
48321,29,Technology,Yes,0,7,3.0
48321,29,Technology,Yes,0,7,3.0
116165,47,Technology,No,1,9,5.0
116165,47,Technology,No,1,9,5.0
116165,47,Technology,No,1,9,2.0
116165,47,Technology,No,1,9,4.0
116165,47,Technology,No,1,9,2.0
116165,47,Technology,No,1,9,3.0
116165,47,Technology,No,1,9,4.0
99602,39,Technology,No,0,9,3.0
99602,39,Technology,No,0,9,5.0
99602,39,Technology,No,0,9,2.0
99602,39,Technology,No,0,9,2.0
99602,39,Technology,No,0,9,3.0
99602,39,Technology,No,0,9,3.0
99602,39,Technology,No,0,9,2.0
85884,32,Technology,No,0,9,3.0
85884,32,Technology,No,0,9,2.0
85884,32,Technology,No,0,9,4.0
85884,32,Technology,No,0,9,2.0
85884,32,Technology,No,0,9,3.0
85884,32,Technology,No,0,9,5.0
85884,32,Technology,No,0,9,3.0
56546,48,Technology,No,1,9,2.0
56546,48,Technology,No,1,9,4.0
56546,48,Technology,No,1,9,4.0
56546,48,Technology,No,1,9,3.0
56546,48,Technology,No,1,9,4.0
56546,48,Technology,No,1,9,4.0
56546,48,Technology,No,1,9,3.0
148862,30,Sales,Yes,0,2,4.0
148862,30,Sales,Yes,0,2,4.0
148862,30,Sales,Yes,0,2,5.0
148862,30,Sales,Yes,0,2,3.0
148862,30,Sales,Yes,0,2,4.0
148862,30,Sales,Yes,0,2,3.0
148862,30,Sales,Yes,0,2,3.0
148862,30,Sales,Yes,0,2,4.0
148862,30,Sales,Yes,0,2,2.0
148862,30,Sales,Yes,0,2,5.0
365504,43,Technology,Yes,3,9,3.0
365504,43,Technology,Yes,3,9,3.0
365504,43,Technology,Yes,3,9,4.0
365504,43,Technology,Yes,3,9,4.0
365504,43,Technology,Yes,3,9,3.0
365504,43,Technology,Yes,3,9,4.0
365504,43,Technology,Yes,3,9,4.0
91563,44,Technology,No,1,9,4.0
91563,44,Technology,No,1,9,3.0
91563,44,Technology,No,1,9,3.0
91563,44,Technology,No,1,9,3.0
91563,44,Technology,No,1,9,3.0
91563,44,Technology,No,1,9,3.0
91563,44,Technology,No,1,9,5.0
135919,30,Sales,No,1,9,3.0
135919,30,Sales,No,1,9,2.0
135919,30,Sales,No,1,9,2.0
135919,30,Sales,No,1,9,4.0
135919,30,Sales,No,1,9,2.0
135919,30,Sales,No,1,9,4.0
135919,30,Sales,No,1,9,3.0
47148,28,Technology,No,2,9,3.0
47148,28,Technology,No,2,9,5.0
47148,28,Technology,No,2,9,3.0
47148,28,Technology,No,2,9,3.0
47148,28,Technology,No,2,9,3.0
47148,28,Technology,No,2,9,3.0
47148,28,Technology,No,2,9,3.0
115114,33,Sales,No,1,9,5.0
115114,33,Sales,No,1,9,2.0
115114,33,Sales,No,1,9,4.0
115114,33,Sales,No,1,9,3.0
115114,33,Sales,No,1,9,4.0
115114,33,Sales,No,1,9,2.0
115114,33,Sales,No,1,9,3.0
110839,28,Sales,No,0,9,5.0
110839,28,Sales,No,0,9,5.0
110839,28,Sales,No,0,9,3.0
110839,28,Sales,No,0,9,4.0
110839,28,Sales,No,0,9,2.0
110839,28,Sales,No,0,9,2.0
110839,28,Sales,No,0,9,3.0
92613,45,Technology,Yes,1,9,4.0
92613,45,Technology,Yes,1,9,3.0
92613,45,Technology,Yes,1,9,3.0
92613,45,Technology,Yes,1,9,2.0
92613,45,Technology,Yes,1,9,3.0
92613,45,Technology,Yes,1,9,3.0
92613,45,Technology,Yes,1,9,5.0
276322,37,Technology,No,1,9,3.0
276322,37,Technology,No,1,9,3.0
276322,37,Technology,No,1,9,3.0
276322,37,Technology,No,1,9,3.0
276322,37,Technology,No,1,9,4.0
276322,37,Technology,No,1,9,3.0
276322,37,Technology,No,1,9,2.0
74172,44,Technology,No,2,9,5.0
74172,44,Technology,No,2,9,2.0
74172,44,Technology,No,2,9,4.0
74172,44,Technology,No,2,9,3.0
74172,44,Technology,No,2,9,4.0
74172,44,Technology,No,2,9,3.0
74172,44,Technology,No,2,9,4.0
36280,30,Technology,No,2,9,4.0
36280,30,Technology,No,2,9,3.0
36280,30,Technology,No,2,9,4.0
36280,30,Technology,No,2,9,4.0
36280,30,Technology,No,2,9,4.0
36280,30,Technology,No,2,9,4.0
36280,30,Technology,No,2,9,4.0
70703,40,Human Resources,No,0,9,3.0
70703,40,Human Resources,No,0,9,3.0
70703,40,Human Resources,No,0,9,5.0
70703,40,Human Resources,No,0,9,2.0
70703,40,Human Resources,No,0,9,4.0
70703,40,Human Resources,No,0,9,2.0
70703,40,Human Resources,No,0,9,4.0
37124,48,Sales,No,0,9,5.0
37124,48,Sales,No,0,9,4.0
37124,48,Sales,No,0,9,3.0
37124,48,Sales,No,0,9,2.0
37124,48,Sales,No,0,9,3.0
37124,48,Sales,No,0,9,4.0
37124,48,Sales,No,0,9,2.0
37124,48,Sales,No,0,9,4.0
37124,48,Sales,No,0,9,4.0
37124,48,Sales,No,0,9,3.0
52581,41,Technology,No,0,9,2.0
52581,41,Technology,No,0,9,3.0
52581,41,Technology,No,0,9,4.0
52581,41,Technology,No,0,9,3.0
52581,41,Technology,No,0,9,3.0
52581,41,Technology,No,0,9,3.0
52581,41,Technology,No,0,9,3.0
145328,40,Technology,No,1,9,5.0
145328,40,Technology,No,1,9,4.0
145328,40,Technology,No,1,9,5.0
145328,40,Technology,No,1,9,2.0
145328,40,Technology,No,1,9,3.0
145328,40,Technology,No,1,9,3.0
145328,40,Technology,No,1,9,3.0
130665,43,Technology,No,1,9,4.0
130665,43,Technology,No,1,9,2.0
130665,43,Technology,No,1,9,5.0
130665,43,Technology,No,1,9,4.0
130665,43,Technology,No,1,9,4.0
130665,43,Technology,No,1,9,3.0
