Salary,Age,StockOptionLevel,YearsAtCompany,EducationLevel,EnvironmentSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,SelfRating,ManagerRating
96170,30,0,9,Bachelors ,4.0,2.0,0.0,5.0,4.0
96170,30,0,9,Bachelors ,1.0,2.0,1.0,4.0,3.0
96170,30,0,9,Bachelors ,4.0,3.0,1.0,5.0,4.0
56937,36,0,9,High School ,4.0,3.0,0.0,5.0,4.0
56937,36,0,9,High School ,5.0,1.0,0.0,5.0,4.0
56937,36,0,9,High School ,3.0,2.0,0.0,3.0,2.0
56937,36,0,9,High School ,4.0,1.0,1.0,4.0,3.0
56937,36,0,9,High School ,3.0,3.0,0.0,5.0,4.0
56937,36,0,9,High School ,4.0,3.0,0.0,3.0,3.0
56937,36,0,9,High School ,5.0,3.0,0.0,3.0,3.0
91407,33,0,9,High School ,4.0,3.0,0.0,5.0,4.0
91407,33,0,9,High School ,5.0,1.0,1.0,5.0,5.0
91407,33,0,9,High School ,3.0,2.0,2.0,5.0,4.0
91407,33,0,9,High School ,3.0,1.0,0.0,3.0,2.0
91407,33,0,9,High School ,3.0,3.0,1.0,4.0,4.0
91407,33,0,9,High School ,5.0,3.0,1.0,5.0,5.0
91407,33,0,9,High School ,5.0,2.0,2.0,4.0,3.0
354336,48,1,9,Bachelors ,5.0,3.0,0.0,4.0,3.0
354336,48,1,9,Bachelors ,4.0,1.0,1.0,4.0,3.0
354336,48,1,9,Bachelors ,3.0,3.0,0.0,5.0,5.0
354336,48,1,9,Bachelors ,3.0,3.0,1.0,5.0,4.0
354336,48,1,9,Bachelors ,2.0,1.0,2.0,4.0,4.0
354336,48,1,9,Bachelors ,5.0,3.0,0.0,5.0,5.0
354336,48,1,9,Bachelors ,3.0,3.0,2.0,5.0,4.0
129703,29,3,9,High School ,3.0,3.0,3.0,4.0,4.0
129703,29,3,9,High School ,4.0,3.0,1.0,4.0,4.0
129703,29,3,9,High School ,5.0,2.0,2.0,4.0,4.0
129703,29,3,9,High School ,4.0,2.0,1.0,3.0,3.0
129703,29,3,9,High School ,3.0,2.0,1.0,3.0,2.0
129703,29,3,9,High School ,4.0,1.0,1.0,3.0,2.0
129703,29,3,9,High School ,3.0,2.0,0.0,3.0,2.0
43753,42,0,9,1,3.0,3.0,0.0,5.0,5.0
43753,42,0,9,1,4.0,3.0,2.0,3.0,2.0
43753,42,0,9,1,4.0,3.0,1.0,5.0,4.0
43753,42,0,9,1,4.0,3.0,3.0,3.0,2.0
43753,42,0,9,1,3.0,1.0,1.0,5.0,5.0
43753,42,0,9,1,3.0,1.0,1.0,4.0,3.0
43753,42,0,9,1,5.0,1.0,0.0,4.0,4.0
123619,45,0,9,Masters ,4.0,1.0,1.0,3.0,3.0
123619,45,0,9,Masters ,5.0,1.0,0.0,5.0,4.0
123619,45,0,9,Masters ,2.0,3.0,1.0,3.0,3.0
123619,45,0,9,Masters ,4.0,3.0,0.0,5.0,5.0
123619,45,0,9,Masters ,3.0,2.0,0.0,3.0,3.0
123619,45,0,9,Masters ,5.0,3.0,2.0,5.0,5.0
123619,45,0,9,Masters ,5.0,3.0,1.0,5.0,4.0
257978,44,1,9,Bachelors ,3.0,3.0,1.0,4.0,4.0
257978,44,1,9,Bachelors ,5.0,2.0,0.0,4.0,4.0
257978,44,1,9,Bachelors ,4.0,1.0,2.0,3.0,3.0
257978,44,1,9,Bachelors ,3.0,3.0,1.0,5.0,5.0
257978,44,1,9,Bachelors ,5.0,1.0,0.0,4.0,3.0
257978,44,1,9,Bachelors ,3.0,1.0,0.0,3.0,2.0
257978,44,1,9,Bachelors ,3.0,3.0,0.0,5.0,5.0
72688,32,1,9,Masters ,3.0,3.0,1.0,4.0,4.0
72688,32,1,9,Masters ,4.0,2.0,1.0,5.0,5.0
72688,32,1,9,Masters ,4.0,3.0,0.0,5.0,4.0
72688,32,1,9,Masters ,4.0,2.0,1.0,3.0,2.0
72688,32,1,9,Masters ,5.0,2.0,1.0,4.0,4.0
72688,32,1,9,Masters ,4.0,3.0,3.0,3.0,3.0
72688,32,1,9,Masters ,4.0,2.0,1.0,3.0,2.0
43358,36,0,9,1,3.0,2.0,2.0,4.0,4.0
43358,36,0,9,1,5.0,2.0,1.0,5.0,4.0
43358,36,0,9,1,3.0,3.0,3.0,4.0,3.0
43358,36,0,9,1,3.0,2.0,2.0,5.0,5.0
43358,36,0,9,1,5.0,2.0,3.0,4.0,3.0
43358,36,0,9,1,3.0,2.0,3.0,5.0,4.0
43358,36,0,9,1,5.0,1.0,0.0,4.0,4.0
47338,30,1,9,Bachelors ,4.0,3.0,2.0,3.0,3.0
47338,30,1,9,Bachelors ,3.0,1.0,3.0,5.0,4.0
47338,30,1,9,Bachelors ,3.0,3.0,1.0,5.0,5.0
47338,30,1,9,Bachelors ,5.0,2.0,0.0,5.0,5.0
47338,30,1,9,Bachelors ,3.0,2.0,0.0,5.0,4.0
47338,30,1,9,Bachelors ,3.0,1.0,2.0,3.0,2.0
47338,30,1,9,Bachelors ,4.0,1.0,2.0,5.0,4.0
94534,28,0,9,High School ,5.0,2.0,0.0,5.0,5.0
94534,28,0,9,High School ,4.0,3.0,1.0,5.0,4.0
94534,28,0,9,High School ,3.0,3.0,1.0,5.0,5.0
94534,28,0,9,High School ,3.0,2.0,0.0,4.0,4.0
94534,28,0,9,High School ,4.0,2.0,2.0,4.0,3.0
94534,28,0,9,High School ,3.0,3.0,2.0,4.0,3.0
94534,28,0,9,High School ,3.0,2.0,1.0,3.0,3.0
159438,30,2,9,1,3.0,1.0,0.0,4.0,4.0
159438,30,2,9,1,3.0,2.0,1.0,3.0,2.0
159438,30,2,9,1,5.0,2.0,3.0,4.0,4.0
159438,30,2,9,1,5.0,3.0,2.0,5.0,4.0
159438,30,2,9,1,4.0,1.0,0.0,3.0,3.0
159438,30,2,9,1,3.0,1.0,1.0,4.0,3.0
159438,30,2,9,1,5.0,2.0,1.0,4.0,3.0
189405,36,0,9,Bachelors ,5.0,3.0,0.0,3.0,3.0
189405,36,0,9,Bachelors ,3.0,1.0,1.0,4.0,4.0
189405,36,0,9,Bachelors ,3.0,2.0,0.0,5.0,4.0
189405,36,0,9,Bachelors ,3.0,3.0,0.0,3.0,3.0
189405,36,0,9,Bachelors ,4.0,1.0,0.0,4.0,4.0
189405,36,0,9,Bachelors ,5.0,3.0,0.0,3.0,3.0
189405,36,0,9,Bachelors ,5.0,3.0,1.0,3.0,3.0
57890,44,0,9,Bachelors ,5.0,2.0,0.0,5.0,5.0
57890,44,0,9,Bachelors ,4.0,2.0,0.0,5.0,5.0
57890,44,0,9,Bachelors ,3.0,1.0,1.0,5.0,5.0
57890,44,0,9,Bachelors ,4.0,1.0,1.0,4.0,4.0
57890,44,0,9,Bachelors ,3.0,2.0,0.0,5.0,5.0
57890,44,0,9,Bachelors ,3.0,1.0,0.0,4.0,4.0
57890,44,0,9,Bachelors ,3.0,2.0,1.0,4.0,3.0
87879,39,0,9,1,5.0,2.0,2.0,5.0,5.0
87879,39,0,9,1,4.0,1.0,1.0,3.0,2.0
87879,39,0,9,1,5.0,2.0,3.0,4.0,3.0
87879,39,0,9,1,3.0,2.0,1.0,5.0,5.0
87879,39,0,9,1,4.0,3.0,2.0,5.0,5.0
87879,39,0,9,1,3.0,1.0,1.0,5.0,4.0
87879,39,0,9,1,4.0,3.0,2.0,5.0,4.0
154405,34,0,9,High School ,3.0,2.0,1.0,4.0,4.0
154405,34,0,9,High School ,3.0,1.0,2.0,5.0,4.0
154405,34,0,9,High School ,3.0,2.0,0.0,5.0,4.0
154405,34,0,9,High School ,3.0,3.0,2.0,3.0,2.0
154405,34,0,9,High School ,4.0,3.0,2.0,3.0,3.0
154405,34,0,9,High School ,3.0,2.0,2.0,3.0,3.0
154405,34,0,9,High School ,3.0,3.0,2.0,5.0,4.0
244114,42,1,9,Masters ,4.0,3.0,0.0,3.0,2.0
244114,42,1,9,Masters ,3.0,3.0,1.0,3.0,3.0
244114,42,1,9,Masters ,5.0,1.0,3.0,5.0,4.0
244114,42,1,9,Masters ,4.0,1.0,0.0,3.0,2.0
244114,42,1,9,Masters ,4.0,1.0,0.0,4.0,3.0
244114,42,1,9,Masters ,4.0,2.0,1.0,5.0,5.0
244114,42,1,9,Masters ,4.0,2.0,2.0,4.0,3.0
97794,29,0,2,High School ,5.0,2.0,1.0,5.0,5.0
97794,29,0,2,High School ,5.0,3.0,0.0,3.0,3.0
97794,29,0,2,High School ,4.0,2.0,0.0,3.0,2.0
97794,29,0,2,High School ,3.0,1.0,1.0,4.0,4.0
97794,29,0,2,High School ,3.0,3.0,3.0,4.0,4.0
97794,29,0,2,High School ,5.0,3.0,1.0,3.0,3.0
97794,29,0,2,High School ,2.0,1.0,1.0,3.0,2.0
97794,29,0,2,High School ,3.0,2.0,3.0,4.0,3.0
97794,29,0,2,High School ,3.0,1.0,1.0,5.0,4.0
97794,29,0,2,High School ,5.0,3.0,1.0,5.0,4.0
180561,48,0,9,Bachelors ,5.0,1.0,1.0,3.0,2.0
180561,48,0,9,Bachelors ,3.0,2.0,1.0,5.0,5.0
180561,48,0,9,Bachelors ,5.0,2.0,0.0,3.0,3.0
180561,48,0,9,Bachelors ,3.0,2.0,1.0,4.0,4.0
180561,48,0,9,Bachelors ,4.0,1.0,1.0,4.0,3.0
180561,48,0,9,Bachelors ,5.0,2.0,1.0,5.0,5.0
180561,48,0,9,Bachelors ,5.0,1.0,1.0,5.0,4.0
60549,38,1,9,High School ,4.0,3.0,0.0,3.0,2.0
60549,38,1,9,High School ,4.0,1.0,0.0,4.0,3.0
60549,38,1,9,High School ,3.0,3.0,0.0,5.0,5.0
60549,38,1,9,High School ,5.0,3.0,3.0,4.0,4.0
60549,38,1,9,High School ,5.0,3.0,0.0,4.0,4.0
60549,38,1,9,High School ,4.0,1.0,1.0,4.0,4.0
60549,38,1,9,High School ,5.0,2.0,0.0,5.0,5.0
70182,30,1,9,1,4.0,2.0,0.0,3.0,3.0
70182,30,1,9,1,3.0,2.0,1.0,3.0,2.0
70182,30,1,9,1,3.0,3.0,1.0,4.0,3.0
70182,30,1,9,1,4.0,1.0,0.0,3.0,3.0
70182,30,1,9,1,3.0,2.0,0.0,4.0,3.0
70182,30,1,9,1,4.0,3.0,3.0,5.0,5.0
70182,30,1,9,1,3.0,3.0,3.0,5.0,5.0
67578,29,1,1,Bachelors ,4.0,2.0,2.0,5.0,5.0
67578,29,1,1,Bachelors ,3.0,1.0,3.0,5.0,4.0
67578,29,1,1,Bachelors ,4.0,3.0,0.0,3.0,3.0
67578,29,1,1,Bachelors ,3.0,2.0,0.0,5.0,5.0
67578,29,1,1,Bachelors ,5.0,1.0,1.0,5.0,4.0
67578,29,1,1,Bachelors ,3.0,2.0,1.0,5.0,4.0
67578,29,1,1,Bachelors ,5.0,1.0,0.0,3.0,2.0
67578,29,1,1,Bachelors ,4.0,1.0,0.0,3.0,3.0
67578,29,1,1,Bachelors ,4.0,3.0,1.0,5.0,4.0
67578,29,1,1,Bachelors ,5.0,1.0,1.0,4.0,3.0
140962,29,0,4,High School ,4.0,2.0,0.0,4.0,3.0
140962,29,0,4,High School ,5.0,1.0,1.0,4.0,3.0
140962,29,0,4,High School ,3.0,3.0,2.0,4.0,4.0
140962,29,0,4,High School ,3.0,3.0,0.0,5.0,5.0
140962,29,0,4,High School ,5.0,2.0,2.0,3.0,2.0
140962,29,0,4,High School ,4.0,1.0,1.0,4.0,3.0
140962,29,0,4,High School ,2.0,2.0,0.0,5.0,5.0
140962,29,0,4,High School ,5.0,1.0,3.0,5.0,5.0
140962,29,0,4,High School ,4.0,1.0,0.0,5.0,4.0
140962,29,0,4,High School ,3.0,2.0,1.0,5.0,4.0
96319,29,2,9,Masters ,4.0,1.0,1.0,5.0,5.0
96319,29,2,9,Masters ,4.0,3.0,0.0,4.0,3.0
96319,29,2,9,Masters ,5.0,3.0,3.0,3.0,2.0
96319,29,2,9,Masters ,4.0,2.0,0.0,3.0,2.0
96319,29,2,9,Masters ,4.0,2.0,2.0,4.0,3.0
96319,29,2,9,Masters ,5.0,3.0,0.0,3.0,2.0
96319,29,2,9,Masters ,5.0,2.0,0.0,3.0,2.0
253077,38,1,9,1,5.0,2.0,2.0,5.0,5.0
253077,38,1,9,1,5.0,1.0,0.0,4.0,4.0
253077,38,1,9,1,5.0,3.0,0.0,3.0,2.0
253077,38,1,9,1,4.0,2.0,0.0,5.0,4.0
253077,38,1,9,1,5.0,2.0,0.0,5.0,4.0
253077,38,1,9,1,3.0,2.0,1.0,4.0,3.0
253077,38,1,9,1,4.0,3.0,2.0,3.0,2.0
94499,43,1,9,High School ,4.0,1.0,0.0,5.0,4.0
94499,43,1,9,High School ,1.0,3.0,1.0,3.0,2.0
94499,43,1,9,High School ,4.0,1.0,2.0,3.0,2.0
94499,43,1,9,High School ,5.0,1.0,1.0,3.0,2.0
94499,43,1,9,High School ,3.0,3.0,1.0,4.0,4.0
94499,43,1,9,High School ,4.0,1.0,0.0,5.0,5.0
94499,43,1,9,High School ,3.0,3.0,0.0,3.0,2.0
65796,39,1,9,High School ,3.0,3.0,0.0,5.0,5.0
65796,39,1,9,High School ,5.0,2.0,1.0,4.0,3.0
65796,39,1,9,High School ,4.0,2.0,0.0,5.0,4.0
65796,39,1,9,High School ,3.0,2.0,0.0,4.0,3.0
65796,39,1,9,High School ,3.0,3.0,0.0,3.0,2.0
65796,39,1,9,High School ,5.0,2.0,1.0,5.0,5.0
65796,39,1,9,High School ,5.0,2.0,1.0,3.0,2.0
277344,28,0,3,1,5.0,1.0,0.0,5.0,4.0
277344,28,0,3,1,3.0,2.0,0.0,5.0,4.0
277344,28,0,3,1,4.0,1.0,1.0,5.0,4.0
277344,28,0,3,1,4.0,3.0,2.0,5.0,4.0
277344,28,0,3,1,4.0,3.0,3.0,5.0,4.0
277344,28,0,3,1,3.0,1.0,3.0,5.0,5.0
277344,28,0,3,1,4.0,1.0,2.0,4.0,3.0
277344,28,0,3,1,5.0,1.0,1.0,3.0,2.0
277344,28,0,3,1,4.0,2.0,1.0,4.0,3.0
277344,28,0,3,1,5.0,3.0,0.0,3.0,2.0
314656,48,1,9,High School ,4.0,2.0,1.0,4.0,4.0
314656,48,1,9,High School ,5.0,1.0,0.0,5.0,5.0
314656,48,1,9,High School ,4.0,3.0,1.0,5.0,4.0
314656,48,1,9,High School ,4.0,2.0,0.0,5.0,5.0
314656,48,1,9,High School ,4.0,1.0,2.0,3.0,2.0
314656,48,1,9,High School ,5.0,1.0,3.0,4.0,4.0
314656,48,1,9,High School ,4.0,3.0,2.0,3.0,2.0
242890,31,0,9,Bachelors ,5.0,1.0,1.0,3.0,3.0
242890,31,0,9,Bachelors ,4.0,1.0,1.0,4.0,4.0
242890,31,0,9,Bachelors ,3.0,1.0,0.0,5.0,4.0
242890,31,0,9,Bachelors ,4.0,3.0,0.0,4.0,3.0
242890,31,0,9,Bachelors ,5.0,1.0,1.0,5.0,4.0
242890,31,0,9,Bachelors ,4.0,2.0,1.0,3.0,3.0
242890,31,0,9,Bachelors ,5.0,3.0,1.0,3.0,3.0
40050,27,1,1,Masters ,4.0,2.0,0.0,4.0,3.0
40050,27,1,1,Masters ,4.0,3.0,3.0,5.0,4.0
40050,27,1,1,Masters ,4.0,1.0,2.0,3.0,3.0
40050,27,1,1,Masters ,3.0,1.0,0.0,4.0,4.0
40050,27,1,1,Masters ,5.0,3.0,1.0,5.0,4.0
40050,27,1,1,Masters ,5.0,3.0,2.0,4.0,3.0
40050,27,1,1,Masters ,4.0,1.0,0.0,4.0,3.0
40050,27,1,1,Masters ,3.0,2.0,2.0,3.0,2.0
40050,27,1,1,Masters ,5.0,3.0,1.0,4.0,3.0
40050,27,1,1,Masters ,3.0,2.0,1.0,3.0,3.0
377203,29,0,5,Bachelors ,4.0,2.0,1.0,5.0,4.0
377203,29,0,5,Bachelors ,3.0,3.0,0.0,3.0,2.0
377203,29,0,5,Bachelors ,3.0,2.0,1.0,5.0,5.0
377203,29,0,5,Bachelors ,3.0,3.0,2.0,3.0,2.0
377203,29,0,5,Bachelors ,3.0,1.0,3.0,5.0,4.0
377203,29,0,5,Bachelors ,3.0,2.0,1.0,3.0,2.0
377203,29,0,5,Bachelors ,4.0,1.0,0.0,4.0,4.0
377203,29,0,5,Bachelors ,5.0,3.0,2.0,4.0,4.0
377203,29,0,5,Bachelors ,5.0,2.0,1.0,4.0,3.0
377203,29,0,5,Bachelors ,3.0,3.0,2.0,3.0,2.0
50175,28,0,9,Bachelors ,5.0,3.0,1.0,3.0,2.0
50175,28,0,9,Bachelors ,5.0,3.0,0.0,4.0,3.0
50175,28,0,9,Bachelors ,4.0,2.0,1.0,4.0,4.0
50175,28,0,9,Bachelors ,3.0,3.0,2.0,4.0,3.0
50175,28,0,9,Bachelors ,3.0,1.0,2.0,4.0,4.0
50175,28,0,9,Bachelors ,3.0,3.0,3.0,3.0,3.0
50175,28,0,9,Bachelors ,2.0,1.0,0.0,4.0,3.0
237749,32,1,9,Masters ,4.0,2.0,1.0,3.0,2.0
237749,32,1,9,Masters ,5.0,2.0,1.0,4.0,4.0
237749,32,1,9,Masters ,4.0,2.0,1.0,4.0,4.0
237749,32,1,9,Masters ,4.0,1.0,1.0,3.0,2.0
237749,32,1,9,Masters ,3.0,2.0,1.0,3.0,3.0
237749,32,1,9,Masters ,3.0,2.0,1.0,3.0,3.0
237749,32,1,9,Masters ,3.0,1.0,1.0,4.0,4.0
111294,32,1,9,Masters ,4.0,3.0,2.0,5.0,4.0
111294,32,1,9,Masters ,3.0,2.0,0.0,5.0,4.0
111294,32,1,9,Masters ,3.0,3.0,2.0,5.0,5.0
111294,32,1,9,Masters ,4.0,2.0,1.0,5.0,4.0
111294,32,1,9,Masters ,3.0,1.0,0.0,3.0,3.0
111294,32,1,9,Masters ,5.0,2.0,0.0,3.0,2.0
111294,32,1,9,Masters ,5.0,1.0,0.0,5.0,4.0
248987,41,0,9,Bachelors ,4.0,2.0,1.0,3.0,3.0
248987,41,0,9,Bachelors ,5.0,3.0,1.0,5.0,4.0
248987,41,0,9,Bachelors ,4.0,1.0,1.0,4.0,4.0
248987,41,0,9,Bachelors ,5.0,2.0,1.0,3.0,3.0
248987,41,0,9,Bachelors ,4.0,1.0,3.0,3.0,2.0
248987,41,0,9,Bachelors ,3.0,3.0,3.0,3.0,3.0
248987,41,0,9,Bachelors ,3.0,2.0,2.0,4.0,3.0
109747,41,1,9,High School ,4.0,1.0,2.0,4.0,3.0
109747,41,1,9,High School ,4.0,2.0,0.0,3.0,2.0
109747,41,1,9,High School ,4.0,1.0,0.0,5.0,4.0
109747,41,1,9,High School ,4.0,1.0,0.0,3.0,3.0
109747,41,1,9,High School ,3.0,1.0,3.0,4.0,4.0
109747,41,1,9,High School ,3.0,3.0,0.0,3.0,3.0
109747,41,1,9,High School ,5.0,2.0,1.0,4.0,3.0
136970,39,1,9,Bachelors ,3.0,2.0,2.0,4.0,3.0
136970,39,1,9,Bachelors ,3.0,1.0,2.0,4.0,4.0
136970,39,1,9,Bachelors ,3.0,3.0,1.0,4.0,4.0
136970,39,1,9,Bachelors ,3.0,3.0,1.0,3.0,3.0
136970,39,1,9,Bachelors ,5.0,3.0,0.0,5.0,5.0
136970,39,1,9,Bachelors ,4.0,2.0,0.0,4.0,3.0
136970,39,1,9,Bachelors ,3.0,3.0,2.0,5.0,4.0
43939,28,0,6,Bachelors ,5.0,2.0,0.0,4.0,3.0
43939,28,0,6,Bachelors ,3.0,2.0,1.0,5.0,5.0
43939,28,0,6,Bachelors ,3.0,2.0,0.0,3.0,2.0
43939,28,0,6,Bachelors ,3.0,1.0,1.0,3.0,3.0
43939,28,0,6,Bachelors ,5.0,1.0,2.0,3.0,3.0
43939,28,0,6,Bachelors ,4.0,2.0,2.0,4.0,3.0
43939,28,0,6,Bachelors ,3.0,1.0,0.0,5.0,4.0
43939,28,0,6,Bachelors ,4.0,3.0,3.0,3.0,2.0
43939,28,0,6,Bachelors ,3.0,2.0,1.0,3.0,2.0
43939,28,0,6,Bachelors ,3.0,1.0,1.0,3.0,2.0
155786,43,1,9,Masters ,4.0,3.0,2.0,3.0,2.0
155786,43,1,9,Masters ,5.0,2.0,2.0,5.0,4.0
155786,43,1,9,Masters ,3.0,3.0,1.0,5.0,5.0
155786,43,1,9,Masters ,3.0,1.0,1.0,3.0,2.0
155786,43,1,9,Masters ,5.0,2.0,1.0,3.0,3.0
155786,43,1,9,Masters ,3.0,1.0,2.0,3.0,3.0
155786,43,1,9,Masters ,3.0,2.0,0.0,4.0,3.0
85568,32,1,9,Masters ,3.0,1.0,1.0,5.0,5.0
85568,32,1,9,Masters ,3.0,1.0,0.0,4.0,3.0
85568,32,1,9,Masters ,4.0,1.0,3.0,5.0,5.0
85568,32,1,9,Masters ,3.0,3.0,1.0,3.0,3.0
85568,32,1,9,Masters ,1.0,2.0,2.0,5.0,4.0
85568,32,1,9,Masters ,4.0,2.0,0.0,5.0,5.0
85568,32,1,9,Masters ,4.0,2.0,0.0,4.0,3.0
238630,34,1,9,1,3.0,2.0,0.0,5.0,5.0
238630,34,1,9,1,4.0,1.0,1.0,5.0,5.0
238630,34,1,9,1,3.0,1.0,0.0,4.0,4.0
238630,34,1,9,1,5.0,2.0,3.0,4.0,3.0
238630,34,1,9,1,5.0,2.0,2.0,3.0,3.0
238630,34,1,9,1,3.0,2.0,0.0,3.0,3.0
238630,34,1,9,1,5.0,1.0,0.0,3.0,2.0
100925,29,1,3,Masters ,3.0,2.0,0.0,3.0,3.0
100925,29,1,3,Masters ,4.0,2.0,0.0,4.0,4.0
100925,29,1,3,Masters ,5.0,2.0,2.0,5.0,5.0
100925,29,1,3,Masters ,3.0,1.0,1.0,4.0,4.0
100925,29,1,3,Masters ,5.0,3.0,2.0,3.0,2.0
100925,29,1,3,Masters ,3.0,3.0,1.0,4.0,4.0
100925,29,1,3,Masters ,4.0,1.0,0.0,5.0,5.0
100925,29,1,3,Masters ,4.0,1.0,1.0,5.0,4.0
100925,29,1,3,Masters ,3.0,1.0,1.0,4.0,4.0
100925,29,1,3,Masters ,3.0,1.0,2.0,3.0,2.0
138989,30,1,9,Bachelors ,5.0,3.0,0.0,4.0,3.0
138989,30,1,9,Bachelors ,4.0,2.0,1.0,4.0,3.0
138989,30,1,9,Bachelors ,3.0,1.0,1.0,3.0,3.0
138989,30,1,9,Bachelors ,4.0,1.0,3.0,3.0,3.0
138989,30,1,9,Bachelors ,4.0,1.0,1.0,4.0,3.0
138989,30,1,9,Bachelors ,4.0,1.0,0.0,4.0,4.0
138989,30,1,9,Bachelors ,4.0,2.0,1.0,4.0,4.0
142075,42,1,9,Masters ,3.0,1.0,2.0,5.0,5.0
142075,42,1,9,Masters ,3.0,2.0,1.0,5.0,4.0
142075,42,1,9,Masters ,3.0,2.0,0.0,3.0,3.0
142075,42,1,9,Masters ,3.0,3.0,1.0,3.0,3.0
142075,42,1,9,Masters ,3.0,3.0,0.0,5.0,5.0
142075,42,1,9,Masters ,4.0,2.0,1.0,3.0,2.0
142075,42,1,9,Masters ,3.0,3.0,0.0,4.0,4.0
207952,29,1,9,Bachelors ,4.0,2.0,1.0,4.0,3.0
207952,29,1,9,Bachelors ,3.0,1.0,2.0,4.0,3.0
207952,29,1,9,Bachelors ,3.0,3.0,1.0,5.0,4.0
207952,29,1,9,Bachelors ,5.0,3.0,0.0,5.0,4.0
207952,29,1,9,Bachelors ,4.0,1.0,0.0,5.0,4.0
207952,29,1,9,Bachelors ,2.0,2.0,1.0,4.0,4.0
207952,29,1,9,Bachelors ,3.0,1.0,3.0,5.0,4.0
121510,43,1,9,High School ,5.0,3.0,2.0,3.0,2.0
121510,43,1,9,High School ,3.0,2.0,0.0,3.0,2.0
121510,43,1,9,High School ,4.0,2.0,0.0,5.0,4.0
121510,43,1,9,High School ,3.0,2.0,1.0,3.0,2.0
121510,43,1,9,High School ,4.0,1.0,0.0,4.0,3.0
121510,43,1,9,High School ,3.0,2.0,0.0,5.0,4.0
121510,43,1,9,High School ,3.0,2.0,0.0,5.0,5.0
43854,40,1,9,High School ,4.0,2.0,2.0,3.0,3.0
43854,40,1,9,High School ,4.0,2.0,1.0,4.0,3.0
43854,40,1,9,High School ,5.0,2.0,2.0,4.0,4.0
43854,40,1,9,High School ,3.0,3.0,0.0,4.0,4.0
43854,40,1,9,High School ,4.0,2.0,3.0,3.0,2.0
43854,40,1,9,High School ,3.0,1.0,2.0,5.0,5.0
43854,40,1,9,High School ,5.0,1.0,0.0,3.0,3.0
372980,41,1,9,5,4.0,2.0,0.0,5.0,4.0
372980,41,1,9,5,5.0,3.0,1.0,3.0,2.0
372980,41,1,9,5,5.0,1.0,0.0,5.0,5.0
372980,41,1,9,5,4.0,2.0,2.0,3.0,2.0
372980,41,1,9,5,4.0,1.0,0.0,4.0,4.0
372980,41,1,9,5,4.0,1.0,1.0,5.0,5.0
372980,41,1,9,5,4.0,3.0,1.0,5.0,5.0
40321,30,1,5,Masters ,3.0,3.0,1.0,3.0,3.0
40321,30,1,5,Masters ,3.0,1.0,1.0,3.0,2.0
40321,30,1,5,Masters ,3.0,3.0,1.0,3.0,2.0
40321,30,1,5,Masters ,5.0,1.0,1.0,4.0,4.0
40321,30,1,5,Masters ,5.0,2.0,1.0,5.0,4.0
40321,30,1,5,Masters ,3.0,1.0,1.0,4.0,3.0
40321,30,1,5,Masters ,5.0,1.0,0.0,4.0,4.0
40321,30,1,5,Masters ,3.0,1.0,1.0,3.0,2.0
40321,30,1,5,Masters ,5.0,3.0,1.0,3.0,2.0
40321,30,1,5,Masters ,5.0,2.0,0.0,4.0,4.0
45927,37,0,9,High School ,3.0,1.0,1.0,5.0,5.0
45927,37,0,9,High School ,4.0,3.0,2.0,5.0,4.0
45927,37,0,9,High School ,5.0,1.0,3.0,5.0,4.0
45927,37,0,9,High School ,3.0,1.0,2.0,5.0,5.0
45927,37,0,9,High School ,3.0,1.0,2.0,4.0,4.0
45927,37,0,9,High School ,4.0,3.0,2.0,4.0,4.0
45927,37,0,9,High School ,3.0,3.0,2.0,3.0,2.0
134427,28,0,9,Masters ,3.0,1.0,0.0,5.0,4.0
134427,28,0,9,Masters ,5.0,1.0,1.0,4.0,3.0
134427,28,0,9,Masters ,4.0,1.0,0.0,4.0,3.0
134427,28,0,9,Masters ,4.0,1.0,1.0,3.0,3.0
134427,28,0,9,Masters ,3.0,1.0,0.0,5.0,5.0
134427,28,0,9,Masters ,4.0,3.0,0.0,3.0,2.0
134427,28,0,9,Masters ,5.0,3.0,1.0,5.0,4.0
46313,28,1,1,Bachelors ,4.0,2.0,0.0,3.0,3.0
46313,28,1,1,Bachelors ,3.0,2.0,0.0,5.0,5.0
46313,28,1,1,Bachelors ,4.0,2.0,1.0,4.0,3.0
46313,28,1,1,Bachelors ,5.0,1.0,0.0,4.0,4.0
46313,28,1,1,Bachelors ,3.0,2.0,3.0,4.0,3.0
46313,28,1,1,Bachelors ,3.0,2.0,0.0,5.0,4.0
46313,28,1,1,Bachelors ,4.0,2.0,0.0,5.0,4.0
46313,28,1,1,Bachelors ,5.0,2.0,0.0,5.0,4.0
46313,28,1,1,Bachelors ,5.0,2.0,2.0,5.0,5.0
46313,28,1,1,Bachelors ,4.0,3.0,2.0,4.0,4.0
513608,37,0,9,Bachelors ,3.0,3.0,0.0,4.0,3.0
513608,37,0,9,Bachelors ,4.0,1.0,2.0,4.0,3.0
513608,37,0,9,Bachelors ,5.0,2.0,0.0,5.0,5.0
513608,37,0,9,Bachelors ,5.0,2.0,3.0,3.0,3.0
513608,37,0,9,Bachelors ,3.0,1.0,0.0,5.0,5.0
513608,37,0,9,Bachelors ,5.0,1.0,1.0,5.0,4.0
