EmployeeID,Attrition,Gender,Age,Department,BusinessTravel,MaritalStatus,DistanceFromHome (KM),Salary,StockOptionLevel,OverTime,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,Ethnicity,EducationLevel,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,SelfRating,ManagerRating,EnvironmentSatisfaction_Label,JobSatisfaction_Label,RelationshipSatisfaction_Label,WorkLifeBalance_Label,ManagerRating_Label,SelfRating_Label,TrainingUtilizationRate
1609-65E1,0,Female,33,Technology,Frequent Traveller,Single,34,91407,0,No,9,9,9,4,Asian or Asian American,High School ,5.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,Very Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.9999900000999988
1609-65E1,0,Female,33,Technology,Frequent Traveller,Single,34,91407,0,No,9,9,9,4,Asian or Asian American,High School ,3.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,Neutral,Neutral,Satisfied ,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.999995000025
1609-65E1,0,Female,33,Technology,Frequent Traveller,Single,34,91407,0,No,9,9,9,4,Asian or Asian American,High School ,3.0,5.0,2.0,4.0,1.0,0.0,3.0,2.0,Neutral,Very Satisfied,Dissatisfied,Satisfied ,Needs Improvement,Meets Expectation,0.0
1609-65E1,0,Female,33,Technology,Frequent Traveller,Single,34,91407,0,No,9,9,9,4,Asian or Asian American,High School ,3.0,2.0,5.0,5.0,3.0,1.0,4.0,4.0,Neutral,Dissatisfied,Very Satisfied,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.3333322222259259
1609-65E1,0,Female,33,Technology,Frequent Traveller,Single,34,91407,0,No,9,9,9,4,Asian or Asian American,High School ,5.0,4.0,4.0,5.0,3.0,1.0,5.0,5.0,Very Satisfied,Satisfied ,Satisfied ,Very Satisfied,Above and Beyond,Above and Beyond,0.3333322222259259
1609-65E1,0,Female,33,Technology,Frequent Traveller,Single,34,91407,0,No,9,9,9,4,Asian or Asian American,High School ,5.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,Very Satisfied,Dissatisfied,Neutral,Neutral,Meets Expectation,Exceeds Expectation ,0.999995000025
6965-C170,0,Female,48,Sales,Some Travel,Married,32,354336,1,Yes,9,1,2,9,White,Bachelors ,5.0,2.0,2.0,2.0,3.0,0.0,4.0,3.0,Very Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.0
6965-C170,0,Female,48,Sales,Some Travel,Married,32,354336,1,Yes,9,1,2,9,White,Bachelors ,4.0,3.0,2.0,5.0,1.0,1.0,4.0,3.0,Satisfied ,Neutral,Dissatisfied,Very Satisfied,Meets Expectation,Exceeds Expectation ,0.9999900000999988
6965-C170,0,Female,48,Sales,Some Travel,Married,32,354336,1,Yes,9,1,2,9,White,Bachelors ,3.0,2.0,4.0,3.0,3.0,0.0,5.0,5.0,Neutral,Dissatisfied,Satisfied ,Neutral,Above and Beyond,Above and Beyond,0.0
6965-C170,0,Female,48,Sales,Some Travel,Married,32,354336,1,Yes,9,1,2,9,White,Bachelors ,3.0,2.0,2.0,5.0,3.0,1.0,5.0,4.0,Neutral,Dissatisfied,Dissatisfied,Very Satisfied,Exceeds Expectation ,Above and Beyond,0.3333322222259259
6965-C170,0,Female,48,Sales,Some Travel,Married,32,354336,1,Yes,9,1,2,9,White,Bachelors ,2.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,Dissatisfied,Satisfied ,Neutral,Very Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,1.9999800001999977
6965-C170,0,Female,48,Sales,Some Travel,Married,32,354336,1,Yes,9,1,2,9,White,Bachelors ,5.0,5.0,2.0,4.0,3.0,0.0,5.0,5.0,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied ,Above and Beyond,Above and Beyond,0.0
6965-C170,0,Female,48,Sales,Some Travel,Married,32,354336,1,Yes,9,1,2,9,White,Bachelors ,3.0,2.0,5.0,3.0,3.0,2.0,5.0,4.0,Neutral,Dissatisfied,Very Satisfied,Neutral,Exceeds Expectation ,Above and Beyond,0.6666644444518518
F523-1135,0,Male,29,Technology,Frequent Traveller,Divorced,17,129703,3,No,9,6,6,3,Black or African American,High School ,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,Neutral,Neutral,Neutral,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.9999966666777778
F523-1135,0,Male,29,Technology,Frequent Traveller,Divorced,17,129703,3,No,9,6,6,3,Black or African American,High School ,4.0,3.0,3.0,5.0,3.0,1.0,4.0,4.0,Satisfied ,Neutral,Neutral,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.3333322222259259
F523-1135,0,Male,29,Technology,Frequent Traveller,Divorced,17,129703,3,No,9,6,6,3,Black or African American,High School ,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,Very Satisfied,Neutral,Neutral,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.999995000025
F523-1135,0,Male,29,Technology,Frequent Traveller,Divorced,17,129703,3,No,9,6,6,3,Black or African American,High School ,4.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,Satisfied ,Satisfied ,Dissatisfied,Very Satisfied,Meets Expectation,Meets Expectation,0.4999975000124999
F523-1135,0,Male,29,Technology,Frequent Traveller,Divorced,17,129703,3,No,9,6,6,3,Black or African American,High School ,3.0,4.0,3.0,5.0,2.0,1.0,3.0,2.0,Neutral,Satisfied ,Neutral,Very Satisfied,Needs Improvement,Meets Expectation,0.4999975000124999
F523-1135,0,Male,29,Technology,Frequent Traveller,Divorced,17,129703,3,No,9,6,6,3,Black or African American,High School ,4.0,4.0,5.0,3.0,1.0,1.0,3.0,2.0,Satisfied ,Satisfied ,Very Satisfied,Neutral,Needs Improvement,Meets Expectation,0.9999900000999988
F523-1135,0,Male,29,Technology,Frequent Traveller,Divorced,17,129703,3,No,9,6,6,3,Black or African American,High School ,3.0,4.0,5.0,3.0,2.0,0.0,3.0,2.0,Neutral,Satisfied ,Very Satisfied,Neutral,Needs Improvement,Meets Expectation,0.0
465A-91D1,0,Female,42,Sales,Some Travel,Single,36,43753,0,No,9,0,1,1,Other ,No Formal Qualifications,3.0,2.0,5.0,3.0,3.0,0.0,5.0,5.0,Neutral,Dissatisfied,Very Satisfied,Neutral,Above and Beyond,Above and Beyond,0.0
465A-91D1,0,Female,42,Sales,Some Travel,Single,36,43753,0,No,9,0,1,1,Other ,No Formal Qualifications,4.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,Satisfied ,Very Satisfied,Satisfied ,Neutral,Needs Improvement,Meets Expectation,0.6666644444518518
465A-91D1,0,Female,42,Sales,Some Travel,Single,36,43753,0,No,9,0,1,1,Other ,No Formal Qualifications,4.0,2.0,5.0,2.0,3.0,1.0,5.0,4.0,Satisfied ,Dissatisfied,Very Satisfied,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.3333322222259259
465A-91D1,0,Female,42,Sales,Some Travel,Single,36,43753,0,No,9,0,1,1,Other ,No Formal Qualifications,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,Satisfied ,Dissatisfied,Neutral,Satisfied ,Needs Improvement,Meets Expectation,0.9999966666777778
465A-91D1,0,Female,42,Sales,Some Travel,Single,36,43753,0,No,9,0,1,1,Other ,No Formal Qualifications,3.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,Neutral,Very Satisfied,Neutral,Dissatisfied,Above and Beyond,Above and Beyond,0.9999900000999988
465A-91D1,0,Female,42,Sales,Some Travel,Single,36,43753,0,No,9,0,1,1,Other ,No Formal Qualifications,3.0,5.0,5.0,4.0,1.0,1.0,4.0,3.0,Neutral,Very Satisfied,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.9999900000999988
465A-91D1,0,Female,42,Sales,Some Travel,Single,36,43753,0,No,9,0,1,1,Other ,No Formal Qualifications,5.0,4.0,4.0,5.0,1.0,0.0,4.0,4.0,Very Satisfied,Satisfied ,Satisfied ,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
2B7A-9C73,0,Non-Binary,45,Technology,Frequent Traveller,Single,17,123619,0,Yes,9,7,9,2,White,Masters ,4.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,Satisfied ,Satisfied ,Neutral,Satisfied ,Meets Expectation,Meets Expectation,0.9999900000999988
2B7A-9C73,0,Non-Binary,45,Technology,Frequent Traveller,Single,17,123619,0,Yes,9,7,9,2,White,Masters ,5.0,2.0,5.0,2.0,1.0,0.0,5.0,4.0,Very Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.0
2B7A-9C73,0,Non-Binary,45,Technology,Frequent Traveller,Single,17,123619,0,Yes,9,7,9,2,White,Masters ,2.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,Dissatisfied,Satisfied ,Very Dissatisfied,Neutral,Meets Expectation,Meets Expectation,0.3333322222259259
2B7A-9C73,0,Non-Binary,45,Technology,Frequent Traveller,Single,17,123619,0,Yes,9,7,9,2,White,Masters ,4.0,2.0,3.0,2.0,3.0,0.0,5.0,5.0,Satisfied ,Dissatisfied,Neutral,Dissatisfied,Above and Beyond,Above and Beyond,0.0
2B7A-9C73,0,Non-Binary,45,Technology,Frequent Traveller,Single,17,123619,0,Yes,9,7,9,2,White,Masters ,3.0,5.0,3.0,3.0,2.0,0.0,3.0,3.0,Neutral,Very Satisfied,Neutral,Neutral,Meets Expectation,Meets Expectation,0.0
2B7A-9C73,0,Non-Binary,45,Technology,Frequent Traveller,Single,17,123619,0,Yes,9,7,9,2,White,Masters ,5.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,Very Satisfied,Satisfied ,Very Satisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.6666644444518518
2B7A-9C73,0,Non-Binary,45,Technology,Frequent Traveller,Single,17,123619,0,Yes,9,7,9,2,White,Masters ,5.0,3.0,4.0,2.0,3.0,1.0,5.0,4.0,Very Satisfied,Neutral,Satisfied ,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.3333322222259259
A2B5-823F,0,Non-Binary,44,Technology,Some Travel,Married,32,257978,1,Yes,9,2,4,1,White,Bachelors ,3.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0,Neutral,Very Satisfied,Neutral,Satisfied ,Exceeds Expectation ,Exceeds Expectation ,0.3333322222259259
A2B5-823F,0,Non-Binary,44,Technology,Some Travel,Married,32,257978,1,Yes,9,2,4,1,White,Bachelors ,5.0,5.0,5.0,5.0,2.0,0.0,4.0,4.0,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
A2B5-823F,0,Non-Binary,44,Technology,Some Travel,Married,32,257978,1,Yes,9,2,4,1,White,Bachelors ,4.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,Satisfied ,Dissatisfied,Dissatisfied,Satisfied ,Meets Expectation,Meets Expectation,1.9999800001999977
A2B5-823F,0,Non-Binary,44,Technology,Some Travel,Married,32,257978,1,Yes,9,2,4,1,White,Bachelors ,3.0,5.0,4.0,2.0,3.0,1.0,5.0,5.0,Neutral,Very Satisfied,Satisfied ,Dissatisfied,Above and Beyond,Above and Beyond,0.3333322222259259
A2B5-823F,0,Non-Binary,44,Technology,Some Travel,Married,32,257978,1,Yes,9,2,4,1,White,Bachelors ,5.0,4.0,5.0,4.0,1.0,0.0,4.0,3.0,Very Satisfied,Satisfied ,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.0
A2B5-823F,0,Non-Binary,44,Technology,Some Travel,Married,32,257978,1,Yes,9,2,4,1,White,Bachelors ,3.0,4.0,4.0,4.0,1.0,0.0,3.0,2.0,Neutral,Satisfied ,Satisfied ,Satisfied ,Needs Improvement,Meets Expectation,0.0
A2B5-823F,0,Non-Binary,44,Technology,Some Travel,Married,32,257978,1,Yes,9,2,4,1,White,Bachelors ,3.0,4.0,5.0,3.0,3.0,0.0,5.0,5.0,Neutral,Satisfied ,Very Satisfied,Neutral,Above and Beyond,Above and Beyond,0.0
F838-C681,0,Male,32,Technology,Some Travel,Married,22,72688,1,No,9,3,3,8,Black or African American,Masters ,3.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,Neutral,Satisfied ,Neutral,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.3333322222259259
F838-C681,0,Male,32,Technology,Some Travel,Married,22,72688,1,No,9,3,3,8,Black or African American,Masters ,4.0,5.0,2.0,3.0,2.0,1.0,5.0,5.0,Satisfied ,Very Satisfied,Dissatisfied,Neutral,Above and Beyond,Above and Beyond,0.4999975000124999
F838-C681,0,Male,32,Technology,Some Travel,Married,22,72688,1,No,9,3,3,8,Black or African American,Masters ,4.0,2.0,3.0,4.0,3.0,0.0,5.0,4.0,Satisfied ,Dissatisfied,Neutral,Satisfied ,Exceeds Expectation ,Above and Beyond,0.0
F838-C681,0,Male,32,Technology,Some Travel,Married,22,72688,1,No,9,3,3,8,Black or African American,Masters ,4.0,2.0,5.0,4.0,2.0,1.0,3.0,2.0,Satisfied ,Dissatisfied,Very Satisfied,Satisfied ,Needs Improvement,Meets Expectation,0.4999975000124999
F838-C681,0,Male,32,Technology,Some Travel,Married,22,72688,1,No,9,3,3,8,Black or African American,Masters ,5.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,Very Satisfied,Neutral,Very Satisfied,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.4999975000124999
F838-C681,0,Male,32,Technology,Some Travel,Married,22,72688,1,No,9,3,3,8,Black or African American,Masters ,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Satisfied ,Neutral,Neutral,Dissatisfied,Meets Expectation,Meets Expectation,0.9999966666777778
F838-C681,0,Male,32,Technology,Some Travel,Married,22,72688,1,No,9,3,3,8,Black or African American,Masters ,4.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,Satisfied ,Neutral,Dissatisfied,Satisfied ,Needs Improvement,Meets Expectation,0.4999975000124999
7F91-C628,0,Non-Binary,36,Technology,Frequent Traveller,Single,14,43358,0,No,9,0,9,5,White,No Formal Qualifications,3.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,Neutral,Very Satisfied,Neutral,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.999995000025
7F91-C628,0,Non-Binary,36,Technology,Frequent Traveller,Single,14,43358,0,No,9,0,9,5,White,No Formal Qualifications,5.0,2.0,3.0,2.0,2.0,1.0,5.0,4.0,Very Satisfied,Dissatisfied,Neutral,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.4999975000124999
7F91-C628,0,Non-Binary,36,Technology,Frequent Traveller,Single,14,43358,0,No,9,0,9,5,White,No Formal Qualifications,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Meets Expectation,Exceeds Expectation ,0.9999966666777778
7F91-C628,0,Non-Binary,36,Technology,Frequent Traveller,Single,14,43358,0,No,9,0,9,5,White,No Formal Qualifications,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,Neutral,Neutral,Dissatisfied,Dissatisfied,Above and Beyond,Above and Beyond,0.999995000025
7F91-C628,0,Non-Binary,36,Technology,Frequent Traveller,Single,14,43358,0,No,9,0,9,5,White,No Formal Qualifications,5.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,Very Satisfied,Dissatisfied,Satisfied ,Very Satisfied,Meets Expectation,Exceeds Expectation ,1.4999925000374998
7F91-C628,0,Non-Binary,36,Technology,Frequent Traveller,Single,14,43358,0,No,9,0,9,5,White,No Formal Qualifications,3.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,Neutral,Very Satisfied,Dissatisfied,Satisfied ,Exceeds Expectation ,Above and Beyond,1.4999925000374998
7F91-C628,0,Non-Binary,36,Technology,Frequent Traveller,Single,14,43358,0,No,9,0,9,5,White,No Formal Qualifications,5.0,5.0,5.0,2.0,1.0,0.0,4.0,4.0,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
565B-C207,0,Female,30,Technology,No Travel ,Married,3,47338,1,No,9,4,9,1,White,Bachelors ,4.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,Satisfied ,Neutral,Very Satisfied,Satisfied ,Meets Expectation,Meets Expectation,0.6666644444518518
565B-C207,0,Female,30,Technology,No Travel ,Married,3,47338,1,No,9,4,9,1,White,Bachelors ,3.0,2.0,4.0,4.0,1.0,3.0,5.0,4.0,Neutral,Dissatisfied,Satisfied ,Satisfied ,Exceeds Expectation ,Above and Beyond,2.9999700002999967
565B-C207,0,Female,30,Technology,No Travel ,Married,3,47338,1,No,9,4,9,1,White,Bachelors ,3.0,2.0,5.0,4.0,3.0,1.0,5.0,5.0,Neutral,Dissatisfied,Very Satisfied,Satisfied ,Above and Beyond,Above and Beyond,0.3333322222259259
565B-C207,0,Female,30,Technology,No Travel ,Married,3,47338,1,No,9,4,9,1,White,Bachelors ,5.0,4.0,5.0,4.0,2.0,0.0,5.0,5.0,Very Satisfied,Satisfied ,Very Satisfied,Satisfied ,Above and Beyond,Above and Beyond,0.0
565B-C207,0,Female,30,Technology,No Travel ,Married,3,47338,1,No,9,4,9,1,White,Bachelors ,3.0,5.0,4.0,3.0,2.0,0.0,5.0,4.0,Neutral,Very Satisfied,Satisfied ,Neutral,Exceeds Expectation ,Above and Beyond,0.0
565B-C207,0,Female,30,Technology,No Travel ,Married,3,47338,1,No,9,4,9,1,White,Bachelors ,3.0,3.0,2.0,5.0,1.0,2.0,3.0,2.0,Neutral,Neutral,Dissatisfied,Very Satisfied,Needs Improvement,Meets Expectation,1.9999800001999977
565B-C207,0,Female,30,Technology,No Travel ,Married,3,47338,1,No,9,4,9,1,White,Bachelors ,4.0,3.0,5.0,5.0,1.0,2.0,5.0,4.0,Satisfied ,Neutral,Very Satisfied,Very Satisfied,Exceeds Expectation ,Above and Beyond,1.9999800001999977
4DA0-81D7,0,Male,28,Human Resources,Some Travel,Single,34,94534,0,No,9,3,3,1,Asian or Asian American,High School ,5.0,4.0,4.0,2.0,2.0,0.0,5.0,5.0,Very Satisfied,Satisfied ,Satisfied ,Dissatisfied,Above and Beyond,Above and Beyond,0.0
4DA0-81D7,0,Male,28,Human Resources,Some Travel,Single,34,94534,0,No,9,3,3,1,Asian or Asian American,High School ,4.0,5.0,5.0,4.0,3.0,1.0,5.0,4.0,Satisfied ,Very Satisfied,Very Satisfied,Satisfied ,Exceeds Expectation ,Above and Beyond,0.3333322222259259
4DA0-81D7,0,Male,28,Human Resources,Some Travel,Single,34,94534,0,No,9,3,3,1,Asian or Asian American,High School ,3.0,2.0,3.0,3.0,3.0,1.0,5.0,5.0,Neutral,Dissatisfied,Neutral,Neutral,Above and Beyond,Above and Beyond,0.3333322222259259
4DA0-81D7,0,Male,28,Human Resources,Some Travel,Single,34,94534,0,No,9,3,3,1,Asian or Asian American,High School ,3.0,4.0,5.0,3.0,2.0,0.0,4.0,4.0,Neutral,Satisfied ,Very Satisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.0
4DA0-81D7,0,Male,28,Human Resources,Some Travel,Single,34,94534,0,No,9,3,3,1,Asian or Asian American,High School ,4.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,Satisfied ,Very Satisfied,Neutral,Neutral,Meets Expectation,Exceeds Expectation ,0.999995000025
4DA0-81D7,0,Male,28,Human Resources,Some Travel,Single,34,94534,0,No,9,3,3,1,Asian or Asian American,High School ,3.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.6666644444518518
4DA0-81D7,0,Male,28,Human Resources,Some Travel,Single,34,94534,0,No,9,3,3,1,Asian or Asian American,High School ,3.0,5.0,2.0,4.0,2.0,1.0,3.0,3.0,Neutral,Very Satisfied,Dissatisfied,Satisfied ,Meets Expectation,Meets Expectation,0.4999975000124999
5818-560C,0,Female,30,Technology,Some Travel,Divorced,26,159438,2,No,9,4,4,7,Black or African American,No Formal Qualifications,3.0,2.0,3.0,2.0,1.0,0.0,4.0,4.0,Neutral,Dissatisfied,Neutral,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
5818-560C,0,Female,30,Technology,Some Travel,Divorced,26,159438,2,No,9,4,4,7,Black or African American,No Formal Qualifications,3.0,3.0,3.0,5.0,2.0,1.0,3.0,2.0,Neutral,Neutral,Neutral,Very Satisfied,Needs Improvement,Meets Expectation,0.4999975000124999
5818-560C,0,Female,30,Technology,Some Travel,Divorced,26,159438,2,No,9,4,4,7,Black or African American,No Formal Qualifications,5.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,Very Satisfied,Dissatisfied,Dissatisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,1.4999925000374998
5818-560C,0,Female,30,Technology,Some Travel,Divorced,26,159438,2,No,9,4,4,7,Black or African American,No Formal Qualifications,5.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.6666644444518518
5818-560C,0,Female,30,Technology,Some Travel,Divorced,26,159438,2,No,9,4,4,7,Black or African American,No Formal Qualifications,4.0,4.0,3.0,2.0,1.0,0.0,3.0,3.0,Satisfied ,Satisfied ,Neutral,Dissatisfied,Meets Expectation,Meets Expectation,0.0
5818-560C,0,Female,30,Technology,Some Travel,Divorced,26,159438,2,No,9,4,4,7,Black or African American,No Formal Qualifications,3.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,Neutral,Satisfied ,Neutral,Satisfied ,Meets Expectation,Exceeds Expectation ,0.9999900000999988
5818-560C,0,Female,30,Technology,Some Travel,Divorced,26,159438,2,No,9,4,4,7,Black or African American,No Formal Qualifications,5.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,Very Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.4999975000124999
1363-6BF9,0,Male,36,Technology,Some Travel,Single,10,189405,0,No,9,4,6,7,Other ,Bachelors ,5.0,2.0,4.0,5.0,3.0,0.0,3.0,3.0,Very Satisfied,Dissatisfied,Satisfied ,Very Satisfied,Meets Expectation,Meets Expectation,0.0
1363-6BF9,0,Male,36,Technology,Some Travel,Single,10,189405,0,No,9,4,6,7,Other ,Bachelors ,3.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,Neutral,Very Satisfied,Satisfied ,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.9999900000999988
1363-6BF9,0,Male,36,Technology,Some Travel,Single,10,189405,0,No,9,4,6,7,Other ,Bachelors ,3.0,3.0,2.0,4.0,2.0,0.0,5.0,4.0,Neutral,Neutral,Dissatisfied,Satisfied ,Exceeds Expectation ,Above and Beyond,0.0
1363-6BF9,0,Male,36,Technology,Some Travel,Single,10,189405,0,No,9,4,6,7,Other ,Bachelors ,3.0,5.0,5.0,2.0,3.0,0.0,3.0,3.0,Neutral,Very Satisfied,Very Satisfied,Dissatisfied,Meets Expectation,Meets Expectation,0.0
1363-6BF9,0,Male,36,Technology,Some Travel,Single,10,189405,0,No,9,4,6,7,Other ,Bachelors ,4.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,Satisfied ,Dissatisfied,Dissatisfied,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
1363-6BF9,0,Male,36,Technology,Some Travel,Single,10,189405,0,No,9,4,6,7,Other ,Bachelors ,5.0,5.0,2.0,5.0,3.0,0.0,3.0,3.0,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Meets Expectation,Meets Expectation,0.0
1363-6BF9,0,Male,36,Technology,Some Travel,Single,10,189405,0,No,9,4,6,7,Other ,Bachelors ,5.0,5.0,2.0,2.0,3.0,1.0,3.0,3.0,Very Satisfied,Very Satisfied,Dissatisfied,Dissatisfied,Meets Expectation,Meets Expectation,0.3333322222259259
05B0-755F,0,Male,44,Technology,Some Travel,Married,29,57890,0,No,9,8,8,8,Asian or Asian American,Bachelors ,5.0,3.0,5.0,2.0,2.0,0.0,5.0,5.0,Very Satisfied,Neutral,Very Satisfied,Dissatisfied,Above and Beyond,Above and Beyond,0.0
05B0-755F,0,Male,44,Technology,Some Travel,Married,29,57890,0,No,9,8,8,8,Asian or Asian American,Bachelors ,4.0,4.0,3.0,3.0,2.0,0.0,5.0,5.0,Satisfied ,Satisfied ,Neutral,Neutral,Above and Beyond,Above and Beyond,0.0
05B0-755F,0,Male,44,Technology,Some Travel,Married,29,57890,0,No,9,8,8,8,Asian or Asian American,Bachelors ,3.0,4.0,4.0,2.0,1.0,1.0,5.0,5.0,Neutral,Satisfied ,Satisfied ,Dissatisfied,Above and Beyond,Above and Beyond,0.9999900000999988
05B0-755F,0,Male,44,Technology,Some Travel,Married,29,57890,0,No,9,8,8,8,Asian or Asian American,Bachelors ,4.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,Satisfied ,Neutral,Dissatisfied,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.9999900000999988
05B0-755F,0,Male,44,Technology,Some Travel,Married,29,57890,0,No,9,8,8,8,Asian or Asian American,Bachelors ,3.0,2.0,4.0,3.0,2.0,0.0,5.0,5.0,Neutral,Dissatisfied,Satisfied ,Neutral,Above and Beyond,Above and Beyond,0.0
05B0-755F,0,Male,44,Technology,Some Travel,Married,29,57890,0,No,9,8,8,8,Asian or Asian American,Bachelors ,3.0,3.0,5.0,5.0,1.0,0.0,4.0,4.0,Neutral,Neutral,Very Satisfied,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
05B0-755F,0,Male,44,Technology,Some Travel,Married,29,57890,0,No,9,8,8,8,Asian or Asian American,Bachelors ,3.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,Neutral,Satisfied ,Dissatisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.4999975000124999
4C62-5BE8,0,Non-Binary,39,Technology,Frequent Traveller,Single,4,87879,0,Yes,9,6,8,9,White,No Formal Qualifications,5.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,Very Satisfied,Neutral,Satisfied ,Dissatisfied,Above and Beyond,Above and Beyond,0.999995000025
4C62-5BE8,0,Non-Binary,39,Technology,Frequent Traveller,Single,4,87879,0,Yes,9,6,8,9,White,No Formal Qualifications,4.0,2.0,4.0,5.0,1.0,1.0,3.0,2.0,Satisfied ,Dissatisfied,Satisfied ,Very Satisfied,Needs Improvement,Meets Expectation,0.9999900000999988
4C62-5BE8,0,Non-Binary,39,Technology,Frequent Traveller,Single,4,87879,0,Yes,9,6,8,9,White,No Formal Qualifications,5.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,Very Satisfied,Satisfied ,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,1.4999925000374998
4C62-5BE8,0,Non-Binary,39,Technology,Frequent Traveller,Single,4,87879,0,Yes,9,6,8,9,White,No Formal Qualifications,3.0,4.0,5.0,5.0,2.0,1.0,5.0,5.0,Neutral,Satisfied ,Very Satisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.4999975000124999
4C62-5BE8,0,Non-Binary,39,Technology,Frequent Traveller,Single,4,87879,0,Yes,9,6,8,9,White,No Formal Qualifications,4.0,4.0,2.0,5.0,3.0,2.0,5.0,5.0,Satisfied ,Satisfied ,Dissatisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.6666644444518518
